Rehbock	.ABS	noun
Berg	RELAT.SG-ERG	noun
vertreiben	TR.PFV-3A.SG	verb
Berg	RELAT.SG-DIR/LOC	noun
sehen	MED	verb
verfluchen	ITER-INGR-TR.PFV-3A.SG	verb
Berg	.ABS	noun
verbrennen	MOD.ACT-l-DESID	verb
Feuer	RELAT.SG-ERG	noun
schlagen	MOD.ACT-l-DESID	verb
sprechen	ōr-TR.PFV-3A.SG	verb
verfluchen	ITER-3A.SG	verb
ansehen	ITER-INGR-TR.PFV-3A.SG	verb
falls; wenn	=CON	CONJ
falls; wenn		CONJ
